ID,TARGET
2,0.04403918905810457
5,0.04403918905810457
6,0.005948480112920301
7,0.019116507362438646
9,0.005948480112920301
11,0.1891939769707706
12,0.07923497267759563
15,0.1891939769707706
16,0.015176797775129121
17,0.015176797775129121
19,0.04403918905810457
21,0.005948480112920301
22,0.015176797775129121
24,0.005948480112920301
27,0.015176797775129121
28,0.015176797775129121
30,0.09090909090909091
33,0.005948480112920301
35,0.005948480112920301
37,0.015176797775129121
38,0.04403918905810457
40,0.1891939769707706
41,0.019116507362438646
44,0.015176797775129121
46,0.09090909090909091
47,0.015176797775129121
48,0.005948480112920301
50,0.005948480112920301
52,0.1891939769707706
53,0.019116507362438646
55,0.019116507362438646
57,0.005948480112920301
58,0.015176797775129121
59,0.019116507362438646
62,0.04403918905810457
63,0.005948480112920301
64,0.04403918905810457
65,0.04403918905810457
67,0.005948480112920301
69,0.04403918905810457
70,0.005948480112920301
71,0.07936507936507936
72,0.005948480112920301
73,0.005948480112920301
76,0.015176797775129121
78,0.015176797775129121
79,0.015176797775129121
81,0.005948480112920301
85,0.005948480112920301
86,0.005948480112920301
89,0.04403918905810457
94,0.05617021276595745
96,0.005948480112920301
97,0.04403918905810457
98,0.005948480112920301
99,0.019116507362438646
100,0.1891939769707706
103,0.07936507936507936
104,0.005948480112920301
108,0.015176797775129121
110,0.005948480112920301
112,0.04403918905810457
114,0.019116507362438646
116,0.015176797775129121
117,0.015176797775129121
119,0.019116507362438646
120,0.015176797775129121
121,0.005948480112920301
123,0.015176797775129121
124,0.04403918905810457
126,0.005948480112920301
128,0.005948480112920301
129,0.04403918905810457
133,0.015176797775129121
138,0.04403918905810457
147,0.05617021276595745
149,0.05617021276595745
158,0.005948480112920301
160,0.005948480112920301
164,0.04403918905810457
167,0.015176797775129121
168,0.015176797775129121
174,0.005948480112920301
181,0.015176797775129121
185,0.04403918905810457
187,0.005948480112920301
189,0.015176797775129121
190,0.04403918905810457
194,0.015176797775129121
197,0.1891939769707706
198,0.019116507362438646
201,0.04403918905810457
205,0.015176797775129121
208,0.1891939769707706
211,0.005948480112920301
216,0.019116507362438646
219,0.015176797775129121
223,0.005948480112920301
224,0.07936507936507936
226,0.019116507362438646
229,0.005948480112920301
230,0.015176797775129121
237,0.015176797775129121
238,0.019116507362438646
240,0.04403918905810457
243,0.005948480112920301
245,0.07936507936507936
246,0.1891939769707706
247,0.005948480112920301
248,0.005948480112920301
249,0.005948480112920301
250,0.1891939769707706
251,0.005948480112920301
255,0.04403918905810457
256,0.04403918905810457
257,0.04403918905810457
260,0.1891939769707706
261,0.005948480112920301
263,0.1891939769707706
264,0.1891939769707706
267,0.015176797775129121
268,0.015176797775129121
272,0.005948480112920301
274,0.015176797775129121
275,0.005948480112920301
277,0.1891939769707706
278,0.1891939769707706
280,0.015176797775129121
281,0.015176797775129121
282,0.04403918905810457
283,0.005948480112920301
284,0.15137614678899083
286,0.019116507362438646
290,0.015176797775129121
291,0.04403918905810457
293,0.019116507362438646
295,0.015176797775129121
297,0.005948480112920301
298,0.07936507936507936
300,0.015176797775129121
304,0.015176797775129121
305,0.015176797775129121
308,0.005948480112920301
309,0.005948480112920301
310,0.005948480112920301
312,0.04403918905810457
313,0.1891939769707706
315,0.015176797775129121
317,0.015176797775129121
318,0.05617021276595745
321,0.015176797775129121
323,0.04403918905810457
325,0.015176797775129121
326,0.019116507362438646
327,0.005948480112920301
328,0.1891939769707706
329,0.005948480112920301
330,0.005948480112920301
331,0.015176797775129121
334,0.015176797775129121
335,0.015176797775129121
336,0.04403918905810457
337,0.015176797775129121
338,0.019116507362438646
339,0.019116507362438646
341,0.1891939769707706
343,0.07936507936507936
346,0.005948480112920301
348,0.005948480112920301
350,0.15137614678899083
351,0.005948480112920301
352,0.019116507362438646
357,0.04403918905810457
358,0.005948480112920301
360,0.005948480112920301
361,0.019116507362438646
364,0.015176797775129121
365,0.04403918905810457
366,0.04403918905810457
367,0.005948480112920301
368,0.005948480112920301
370,0.005948480112920301
372,0.015176797775129121
376,0.005948480112920301
377,0.005948480112920301
379,0.015176797775129121
380,0.019116507362438646
381,0.04403918905810457
385,0.005948480112920301
386,0.04403918905810457
389,0.04403918905810457
391,0.04403918905810457
392,0.005948480112920301
393,0.005948480112920301
395,0.04403918905810457
396,0.005948480112920301
397,0.005948480112920301
398,0.015176797775129121
399,0.04403918905810457
400,0.005948480112920301
401,0.015176797775129121
403,0.015176797775129121
405,0.04403918905810457
406,0.04403918905810457
409,0.019116507362438646
411,0.015176797775129121
413,0.005948480112920301
418,0.015176797775129121
419,0.019116507362438646
422,0.019116507362438646
424,0.1891939769707706
425,0.015176797775129121
427,0.005948480112920301
430,0.005948480112920301
431,0.019116507362438646
434,0.05617021276595745
435,0.04403918905810457
437,0.07936507936507936
438,0.005948480112920301
439,0.07936507936507936
442,0.005948480112920301
446,0.005948480112920301
450,0.015176797775129121
451,0.019116507362438646
452,0.04403918905810457
454,0.005948480112920301
455,0.015176797775129121
463,0.019116507362438646
464,0.005948480112920301
465,0.005948480112920301
467,0.1891939769707706
468,0.04403918905810457
470,0.015176797775129121
472,0.09090909090909091
473,0.019116507362438646
475,0.015176797775129121
476,0.005948480112920301
479,0.019116507362438646
481,0.015176797775129121
483,0.04403918905810457
484,0.019116507362438646
486,0.04403918905810457
487,0.005948480112920301
491,0.04403918905810457
494,0.005948480112920301
495,0.005948480112920301
497,0.015176797775129121
498,0.015176797775129121
499,0.005948480112920301
503,0.05617021276595745
504,0.015176797775129121
505,0.005948480112920301
506,0.015176797775129121
507,0.04403918905810457
508,0.07936507936507936
509,0.019116507362438646
510,0.015176797775129121
511,0.07936507936507936
512,0.04403918905810457
516,0.005948480112920301
518,0.04403918905810457
519,0.015176797775129121
520,0.015176797775129121
521,0.005948480112920301
522,0.015176797775129121
524,0.07936507936507936
525,0.015176797775129121
526,0.005948480112920301
528,0.019116507362438646
529,0.04403918905810457
531,0.04403918905810457
532,0.1891939769707706
534,0.04403918905810457
536,0.04403918905810457
539,0.04403918905810457
540,0.015176797775129121
541,0.005948480112920301
542,0.05617021276595745
545,0.04403918905810457
546,0.005948480112920301
552,0.04403918905810457
556,0.005948480112920301
557,0.005948480112920301
559,0.015176797775129121
562,0.015176797775129121
563,0.015176797775129121
565,0.07923497267759563
569,0.005948480112920301
570,0.04403918905810457
574,0.015176797775129121
575,0.005948480112920301
585,0.005948480112920301
589,0.015176797775129121
590,0.019116507362438646
592,0.019116507362438646
593,0.04403918905810457
594,0.015176797775129121
595,0.019116507362438646
597,0.015176797775129121
601,0.005948480112920301
603,0.005948480112920301
604,0.005948480112920301
605,0.04403918905810457
607,0.005948480112920301
608,0.015176797775129121
610,0.019116507362438646
612,0.1891939769707706
613,0.04403918905810457
615,0.005948480112920301
616,0.1891939769707706
617,0.04403918905810457
619,0.04403918905810457
620,0.1891939769707706
621,0.005948480112920301
624,0.015176797775129121
625,0.015176797775129121
628,0.005948480112920301
629,0.1891939769707706
630,0.04403918905810457
632,0.1891939769707706
634,0.005948480112920301
637,0.019116507362438646
638,0.015176797775129121
642,0.04403918905810457
643,0.015176797775129121
644,0.04403918905810457
646,0.005948480112920301
655,0.07936507936507936
660,0.019116507362438646
664,0.015176797775129121
665,0.04403918905810457
666,0.005948480112920301
670,0.07936507936507936
671,0.1891939769707706
